,tweets,subjectivity,polarity,sentiment
76,Beyonce BeyGOOD partners with Jack Dorsey s startsmall to support COVID relief,0.0,0.0,Neutral
77,In our recent blog we have featured two innovative startups helping Tunisia s COVID economic and social recove xe x xa,0.37916666666666665,0.18333333333333332,Positive
78,COVIDnewsfast This is in stark contrast to European ally nations who are getting rid of all COVID restrictions entirely and claimi xe x xa,0.4083333333333334,-0.06666666666666667,Negative
79,How often should COVID vaccine exemptions be granted Uptown News spoke with ColumbiaMSPH epidemiology profe xe x xa,0.0,0.0,Neutral
80,About million more people are living in poverty because of COVID and the loss in human capital wealth global xe x xa,0.19999999999999998,0.16666666666666666,Positive
81,Free COVID TESTING xe x xa nTODAY February pm pm xe x xa nGoodwill Banksville Rd n Banksville Rd Pittsburgh PA xe x xa,0.8,0.4,Positive
82,Looking at our local data on hospitalization due to COVID shows that people who are fully vaccinated are far les xe x xa,0.4583333333333333,-0.008333333333333331,Negative
83,HappyWeekendDC n nFood waste drop off is open n nLocations times and COVID safety procedures are in the following xe x xa,0.19999999999999998,-0.06666666666666667,Negative
84,Cases and hospitalizations related to the xc xaOmicron variant xc xamay be falling in the United States but it is a differen xe x xa,0.4,0.0,Neutral
85,RebelNewsOnline Prime Minister Justin Trudeau is facing criticism online after an unsu tantiated claim that his foundation the Trude xe x xa,0.0,0.0,Neutral
86,Much of Uniontown xe x xs Black history lives in newspaper clippings and photographs locked away in the older generations xe x xa,0.3222222222222222,0.06666666666666667,Positive
87,voxdotcom What the world got right during the Covid pandemic,0.5357142857142857,0.2857142857142857,Positive
88,Meet Kizzmekia Corbett the scientist at the forefront of the development of the COVID vaccine n,0.0,0.0,Neutral
89,RepAndyBiggsAZ COVID uncovered the true freedom fighters and freedom takers in our world n nDon t ever forget their names,0.65,0.35,Positive
90,newsmax Thousands of truck drivers are expected to take part in the coast to coast People s Convoy to protest government COVID ma xe x xa,0.4,-0.1,Negative
91,DJTTracker BREAKING A judge in Massachusetts has blocked the city of Boston from imposing a COVID vaccination mandate on public sa xe x xa,0.06666666666666667,0.0,Neutral
92,MLS Dave No matter how hard the people in charge try to shut down the COVID numbers because The economy they can t shut down the xe x xa,0.3731481481481482,-0.20092592592592595,Negative
93,PhuongT Calling Henecia from all around the xf xf xc xe Please xf xf x xffor Bitna to make a full recovery so she can be with her precious baby bo xe x xa,0.775,0.425,Positive
94,JoeKanter Higher percentage of patients receiving ivermectin progressed to severe disease than patients not receiving ivermectin n nh xe x xa,0.5,0.25,Positive
95,AnaCabrera NEW Ivermectin doesn xe x xt prevent severe disease from Covid any more effectively than a placebo according to a new study xe x xa,0.5522727272727272,0.34318181818181814,Positive
96,voxdotcom What the world got right during the Covid pandemic,0.5357142857142857,0.2857142857142857,Positive
97,SangkritiMajum BREAKING nEuropean and US countries to start preparation for next phase of COVID pandemic IndiaToday n n BA can xe x xa,0.0,0.0,Neutral
98,AnaCabrera NEW Ivermectin doesn xe x xt prevent severe disease from Covid any more effectively than a placebo according to a new study xe x xa,0.5522727272727272,0.34318181818181814,Positive
99,COVIDnewsfast BREAKING President Joe Biden has extended the COVID national emergency for the US citing a continued threat to pu xe x xa,0.0,0.0,Neutral
100,If you are and not fully Covid vaccinated there is a walk in clinic tomorrow at Dawlish Hospital am xe x x pm xe x xa,0.0,0.0,Neutral
101,DJTTracker BREAKING A judge in Massachusetts has blocked the city of Boston from imposing a COVID vaccination mandate on public sa xe x xa,0.06666666666666667,0.0,Neutral
102,PiersRobinson What is now happening in Ottawa is the direct result of a broad ranging political and economic agenda being implement xe x xa,0.253125,0.09062500000000001,Positive
103,the change would make it easier to spot how many patients in a given day are suspected to have contracted Covid xe x xa,0.5,0.5,Positive
104,Niall Boylan The IMF expects the COVID pandemic will cost the global economy trillion Can you imagine how many lives could  xe x xa,0.25,0.25,Positive
105,Meanwhile US health officials are considering changing how hospitals report the number of patients who contract Cov xe x xa,0.0,0.0,Neutral
106,SciInsider The latest verdict is in Vitamins don t treat COVID,0.9,0.5,Positive
107,J amp K Reports fresh COVID cases n nJammu and Kashmir on Saturday reported new positive cases n n from Jamm xe x xa,0.5,0.2212121212121212,Positive
108,AnaCabrera NEW Ivermectin doesn xe x xt prevent severe disease from Covid any more effectively than a placebo according to a new study xe x xa,0.5522727272727272,0.34318181818181814,Positive
109,Fritox a mandate days before noncompliants were to be fired means you already coerced everybody yo xe x xa,0.0,0.0,Neutral
110,manilabulletin Nearly minors aged five to have already received their first dose of the COVID vaccine in Taguig n n,0.37777777777777777,0.08333333333333333,Positive
111,K G Andersen For example if somebody with heart disease dies of a myocardial infarction three weeks after testing positive for COVID xe x xa,0.5454545454545454,0.22727272727272727,Positive
112,KoaTheGreat NEW xe x x A clinical trial regional director filed a billion lawsuit against Pfizer amp BioNTech alleging the pharmaceutical xe x xa,0.45454545454545453,0.13636363636363635,Positive
113,CureHipHop I was told they were percent safe amp effective,0.65,0.55,Positive
114,What the world got right during the Covid pandemic,0.5357142857142857,0.2857142857142857,Positive
115,NEW DATA OUT xf xf x xa Stay on top of the latest COVID data in over countries with our What xe x xs New xe x xafBrief The January xe x xa,0.5772727272727273,0.3181818181818181,Positive
116,inquirerdotnet With less than five months remaining in office Finance Secretary Carlos Dominguez III proposed new or higher taxes to xe x xa,0.34040404040404043,0.07323232323232323,Positive
117,DianeSwonk xe x xcAlthough this study took place before the COVID pandemic the numbers are alarming and research has shown the pandemic xe x xa,0.6,-0.1,Negative
118,COVID vaccines can be given safely at nany trimester of pregnancy nIf you xe x xre expecting and you haven xe x xt had nyours xe x xa,0.5,0.5,Positive
119,MAGAMike Excellent read n,1.0,1.0,Positive
120,Preventive measures to be followed while conducting HSLC HSSLC examination to prevent the spread of Covid xe x xa,0.0,0.0,Neutral
121,billgates says the chances of catching a severe infection from COVID are dramatically lower but he believes ano xe x xa,0.9,0.6,Positive
122,CBCMontreal Protesters arrive in Quebec City to call for measures such as the vaccination passport to be abandoned completely Meanwhi xe x xa,0.45,0.05,Positive
123,POTUS immigrants caring for our sick are essential workers They help this country deal with COVID Of mi xe x xa,0.5785714285714285,-0.35714285714285715,Negative
124,Niall Boylan The IMF expects the COVID pandemic will cost the global economy trillion Can you imagine how many lives could  xe x xa,0.25,0.25,Positive
125,talkRADIO Children aged five to in England are to be offered a Covid vaccine the government has announced n nIs this appropriate,0.45,0.2,Positive
126,odongaotto APPRECIATION KagutaMuseveni JaneRuth Aceng and entire team thank you leading Uganda during the COVID Pandemic The s xe x xa,0.625,0.0,Neutral
127,ImagesByFresh The GOP are for everything that hurts Americans they celebrate chaos n nThey are rooting for unemployment increasing i xe x xa,0.0,0.0,Neutral
128,ANI COVID Delhi reports new cases deaths and recoveries Active cases Cumulative positivity rate,0.5272727272727272,0.001515151515151511,Positive
129,achyuta samanta Post KIITKISSisOne n n I am a frontline worker during this pandemic COVID n Dr Payal Dash,0.0,0.0,Neutral
130,spectrumlocalnews COVID Latest New cases un North Carolina under hospitalizations under as of Fr xe x xa,0.6772727272727272,0.3181818181818182,Positive
131,ANI COVAXIN will be evaluated as a COVID vaccine candidate in the United States Bharat Biotech,0.0,0.0,Neutral
132,EdmJbg Kit Yates Maths Sandyboots The end of Covid restrictions in England is premature and not based on current evidence xe x xa,0.4,0.0,Neutral
133,TONIGHT JohnMorelandOK with WillJohnsonTX SEATED SHOW nPM Doors PM Show SOLD OUT n nPlease read our CO xe x xa,0.0,0.0,Neutral
134,xf xf x x Protect yourself and others and get your COVID booster ja n n You can book an appointment online or find a loc xe x xa,0.0,0.0,Neutral
135,DJTTracker BREAKING A judge in Massachusetts has blocked the city of Boston from imposing a COVID vaccination mandate on public sa xe x xa,0.06666666666666667,0.0,Neutral
136,newsmax Thousands of truck drivers are expected to take part in the coast to coast People s Convoy to protest government COVID ma xe x xa,0.4,-0.1,Negative
137,meazaG To make matters worse clinicians in Tigray are reporting a surge in the number of Covid cases,0.6,-0.4,Negative
138,COVID is still out there and is still killing people Don xe x xt let the virus catch up with you GetVaccinated toda xe x xa,0.0,0.0,Neutral
139,rparrawong COVID Peru xf xf x x xf xf x xaa n nSINADEF AL desciende xe xac x xef x xf,0.0,0.0,Neutral
140,K G Andersen Of course because of highly effective vaccines xf xf x xf we expect the ratio to shift towards more with cases n nSeems simpl xe x xa,0.65,0.55,Positive
141,oh this wouldn t have anything to do with Ukraine xf xf xa x,0.0,0.0,Neutral
142,talkRADIO Children aged five to in England are to be offered a Covid vaccine the government has announced n nIs this appropriate,0.45,0.2,Positive
143,Kerala Decline in new Covid cases new infections deaths in hrs covidcasesinkerala xe x xa,0.45454545454545453,0.13636363636363635,Positive
144,WSJ New York has become the latest state to delay a mandate for healthcare workers to receive Covid vaccine boosters after warnings xe x xa,0.6772727272727272,0.3181818181818182,Positive
145,BenjaminMMeier Americans died from COVID today nas we convinced ourselves the pandemic is over,0.0,0.0,Neutral
146,DJTTracker BREAKING A judge in Massachusetts has blocked the city of Boston from imposing a COVID vaccination mandate on public sa xe x xa,0.06666666666666667,0.0,Neutral
147,AHS media Studies have found that the vaccine does not affect male fertility xe x xbut COVID the disease can If you have questions abo xe x xa,0.1,0.0,Neutral
148,AnaCabrera NEW Ivermectin doesn xe x xt prevent severe disease from Covid any more effectively than a placebo according to a new study xe x xa,0.5522727272727272,0.34318181818181814,Positive
149,Sen Roger Wicker announces he tested positive for COVID a second xc xatime,0.2727272727272727,0.11363636363636363,Positive
150,BNODesk Biden extends national emergency for COVID says the pandemic continues to cause significant risk to public health and safe xe x xa,0.48055555555555557,0.2916666666666667,Positive
151,ICYMI Exercise May Enhance the Effects of a COVID or Flu Vaccine A minute walk jog or bike ride after xe x xa,0.0,0.0,Neutral
152,AllyR AnneofKingston MichaelVSmith RealCandaceO So did the Canadian Teamsters n,0.0,0.0,Neutral
153,Today xe x xs the day Drive up or walk up to Henderson Formey Wings Elementary Alternative Learning Center from am to xe x xa,0.5,0.09999999999999999,Positive
154,Free COVID vax clinic am pm Sun Fe at Lukancic MS n xe x xfPediatric Pfizer nd dose n xe x xfAdult Pfizer nd dose xe x xa,0.8,0.4,Positive
155,CNN The antiparasitic drug ivermectin doesn t prevent severe disease from Covid any more effectively than symptom management and cl xe x xa,0.65,0.55,Positive
156,With Possibility of Protests Looming Joe Biden Extends U S COVID National Security Declaration to Retain Addit xe x xa,0.0,0.0,Neutral
157,Gujarat reports fresh cases of covid in a day,0.5,0.3,Positive
158,Sean Shinil Kim In Australia to date in total have died from Covid as the sole cause of death while have died from vacc xe x xa,0.5,0.0,Neutral
159,mfaboston Effective Saturday February proof of COVID vaccination is no longer required for entry into the Museum in accordanc xe x xa,0.8,0.6,Positive
160,xf xf xa x or over You re eligible for your booster vaccine n n xe xc xIf it has been months since your nd dose you can go t xe x xa,0.0,0.0,Neutral
161,Austria loosens its COVID restrictions today doing away with Green pass requirements for entry into businesse xe x xa,0.3,-0.2,Negative
162,talkRADIO Children aged five to in England are to be offered a Covid vaccine the government has announced n nIs this appropriate,0.45,0.2,Positive
163,B C s Ministry of Health attributed five more deaths to COVID in its final pandemic update of the week on Frida xe x xa,0.75,0.25,Positive
164,albertaNDP CALGARY HERALD xe x xcThe severe impact of COVID on our doctors nurses or other frontline health care professionals is a si xe x xa,0.375,-0.125,Negative
165,SabiVM Deep dive on Novavax which was just approved in Canada as another potential Covid vaccination,0.7,0.0,Neutral
166,NAChristakis In this randomized trial of high risk patients with mild to moderate COVID ivermectin treatment during early illn xe x xa,0.51,0.14833333333333332,Positive
167,AnaCabrera NEW Ivermectin doesn xe x xt prevent severe disease from Covid any more effectively than a placebo according to a new study xe x xa,0.5522727272727272,0.34318181818181814,Positive
168,BBEnt dk NEWS n nUnfortunately Harry June has tested positive for Covid He will begin to self isolate while the other members xe x xa,0.4602272727272727,0.05113636363636363,Positive
169,RebelNewsOnline Prime Minister Justin Trudeau is facing criticism online after an unsu tantiated claim that his foundation the Trude xe x xa,0.0,0.0,Neutral
170,RebelNews CA Prime Minister Justin Trudeau is facing criticism online after an unsu tantiated claim that his foundation the Trudeau xe x xa,0.0,0.0,Neutral
171,AnaCabrera NEW Ivermectin doesn xe x xt prevent severe disease from Covid any more effectively than a placebo according to a new study xe x xa,0.5522727272727272,0.34318181818181814,Positive
172,plymouthian If Pfizer and the FDA refuse to release all data on the Covid vaccine clinical trials then he will assume that frau xe x xa,0.0,0.0,Neutral
173,thierrybaudet xe x xcEither coincidental or deliberate distraction from the real cause xe x xd xe x x xe x x gt COVID some people call it just a flu,0.30000000000000004,0.2,Positive
174,Preventive measures to be followed while conducting HSLC HSSLC examination to prevent the spread of Covid xe x xa,0.0,0.0,Neutral
175,Are you n xe xc xPartially vaccinated n xe xc xUnvaccinated n xe xc xA Philly resident n xe xc xOver the age of n nNow xe x xs your chance to become xe x xa,0.0,0.0,Neutral
176,CBSNews Hong Kong s Chief Executive announced that the city is planning very seriously to implement universal testing that would req xe x xa,0.43333333333333335,-0.21666666666666667,Negative
177,NHSAbility Reminder If you or your child are aged years you can book your Coronavirus Vaccines You can book online at,0.4,-0.1,Negative
178,christicash Biden xe x xs Bounty on Your Life Hospitals xe x x Incentive Payments for COVID AAPS Association of American Physicians and xe x xa,0.0,0.0,Neutral
179,FRANCE Covid in Africa The doses are here but vaccine hesitancy remains high,0.5399999999999999,0.16,Positive
180,The UC Health Pharmacy Team joined together amp administered over vaccines in when COVID was affecti xe x xa,0.0,0.0,Neutral
181,Great historical footnote dug up by thenighttrain on the Joe Louis Open a tournament for Black golfers held at Ra xe x xa,0.42083333333333334,0.15833333333333335,Positive
182,fightingpride I m a black trans woman with no income due to covid transcrowdfund n nTo support myself I set up a patreon where y xe x xa,0.4041666666666667,-0.14583333333333331,Negative
183,K G Andersen Here s a look just at deaths n nGreen with COVID increasing nMagenta from COVID increasing n nMore about th xe x xa,0.0,0.0,Neutral
184,seacaptim Clinical and autopsy investigation of two teenage boys who died shortly following administration of the second Pfizer BioNTe xe x xa,0.03333333333333333,0.0,Neutral
185,Adams Township xe x xs Easter egg hunt will return in April after a hiatus due to COVID n nRead more xe x xa,0.4375,0.1875,Positive
186,Covid has thrown a wrench into what was already a shaky mental healthcare system Easier online access to servic xe x xa,0.35,-0.21666666666666667,Negative
187,I just signed JustTreatment s letter to the Chair of the COVID Inquiry demanding that the inquiry looks at gov xe x xa,0.0,0.0,Neutral
188,EllaWeggen Reboot biomedical R amp D in the global public interest nInequitable access to the fruits of research during the COVID pandem xe x xa,0.03333333333333333,0.0,Neutral
189,Australia s homegrown Covid vaccine has been abandoned Researchers knew there was a risk it would show false po xe x xa,0.6,-0.4000000000000001,Negative
190,soompi DKB s HarryJune Tests Positive For COVID n,0.5454545454545454,0.22727272727272727,Positive
191,Developer of COVID Tests Taps Seasoned Biotech Lawyer as General Counsel,0.375,0.15000000000000002,Positive
192,PolitiFact A non peer reviewed working paper by economists affiliated with Johns Hopkins University found that lockdowns barely reduce xe x xa,0.1,0.05,Positive
193,The weekend is a great time to get your COVID vaccine Get vaccinated today at SLCL Rock Road n nReminder n xe xc x xe x xa,0.75,0.8,Positive
194,NME The virus got nothing on me TXT s Yeonjun told fans of COVID,0.0,0.0,Neutral
195,RebelNewsOnline Prime Minister Justin Trudeau is facing criticism online after an unsu tantiated claim that his foundation the Trude xe x xa,0.0,0.0,Neutral
196,Drive thru COVID vaccinations Pfizer only available today at Southwest Tennessee Community College Whitehaven xe x xa,0.7,0.2,Positive
197,The effects of COVID can linger for months Protect yourself and get vaccinated today,0.0,0.0,Neutral
198,Throughout the COVID pandemic Canadian households expanded their mortgage liabilities at the fastest pace in n xe x xa,0.0,0.0,Neutral
199,GOP You mean like when Trump praised China times for it s handling of covid just so he could secure the Chi xe x xa,0.64375,0.04375000000000001,Positive
200,Durham th grader rap artist provides answers about COVID vaccine for kids through new video and song xe x xa,0.45454545454545453,0.13636363636363635,Positive
201,Does Ep waiting for soon midzy to watch of Vlive soon on April because move in date that s happen about positive xe x xa,0.5454545454545454,0.22727272727272727,Positive
202,DowdEdward Scott xe x xs latest opinion xe x xaread between the lines PFE Board member n nAmerica Needs to Change How It Thinks About COVID Ri xe x xa,0.9,0.5,Positive
203,WSJ New York has become the latest state to delay a mandate for healthcare workers to receive Covid vaccine boosters after warnings xe x xa,0.6772727272727272,0.3181818181818182,Positive
204,The decision comes as Utah closes many of its COVID test sites and discontinues daily data releases about the vi xe x xa,0.25,0.25,Positive
205,FRIDAY ABSENCES CCSD teachers and staff were out sick in big numbers Friday going into Presidents Day weekend a xe x xa,0.47857142857142854,-0.35714285714285715,Negative
206,As healthcare facilities continue experiencing extremely high volumes we remind everyone of when to visit an Emerg xe x xa,0.5399999999999999,0.16,Positive
207,Three th Medical Group teams are being mobilized in response to spiking COVID cases across the country The W xe x xa,0.0,0.0,Neutral
208,As healthcare facilities continue experiencing extremely high volumes we remind everyone of when to visit an Emerg xe x xa,0.5399999999999999,0.16,Positive
209,Vaccinations are safe effective the best way to stop the spread of COVID keep our schools open That s why xe x xa,0.525,0.525,Positive
210,ris law Nothing about us without us Our clients perry fleur and Doug Paulley are crowdfunding for urgent legal advice on the govt xe x xa,0.2,0.2,Positive
211,cancivli Today we filed an application for judicial review in federal court requesting an order quashing the Emergency Proclamation xe x xa,0.0,0.0,Neutral
212,RebelNewsOnline Prime Minister Justin Trudeau is facing criticism online after an unsu tantiated claim that his foundation the Trude xe x xa,0.0,0.0,Neutral
